sku,name,category,sourceUrl,oldCandidateAllergens,containsAllergens,mayContainAllergens,oldExtraVsContains,containsMissingFromOld,mayMissingFromOld,containsText,mayContainText
KIMCHI-5719,Fermentowana czarna fasola sojowa (Douchi) 250g - Pearl River Bridge,marynowane-warzywa-i-owoce,https://kimchi.pl/product-pol-5719.html,,,,,,,Produkt na bazie soi. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-840,Fermentowana czarna soja w oleju chili 280g - Lao Gan Ma,sosy-marynaty-oleje,https://kimchi.pl/product-pol-840.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w zaciemnionym, chłodnym miejscu lub w lodówce.",
KIMCHI-4546,Fermentowane tofu (hong furu) w czerwonym różanym sosie 340g - Wangzhihe,sosy-marynaty,https://kimchi.pl/product-pol-4546.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5589,Fermentowany sos rybny Bagoon Balayan 310ml - Monika,sosy-marynaty,https://kimchi.pl/product-pol-5589.html,,fish,,,fish,,"Produkt zawiera ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w chłodnym, zaciemnionym miejscu lub w lodówce.",
KIMCHI-4203,Filety Anchois 75g - Mari Del Sus,dania-gotowe,https://kimchi.pl/product-pol-4203.html,fish,fish,,,,,Produkt zawiera ryby. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 30 dni.,
KIMCHI-5582,Filipiński makaron pszenny z kurkumą Pancit Canton 227g - Monika,makaron-pszenny,https://kimchi.pl/product-pol-5582.html,cereals,cereals,,,,,Produkt zawiera pszenicę. Przechowywać w suchym miejscu.,
KIMCHI-4422,Fish Snack BBQ przekąska rybna barbecue 52g - Taro,dania-gotowe,https://kimchi.pl/product-pol-4422.html,cereals|eggs|soybeans|milk|nuts|mustard|sesame|sulphites,cereals|fish|soybeans|milk|sulphites,eggs|nuts|mustard|sesame,eggs|nuts|mustard|sesame,fish,,"Produkt zawiera ryby, mleko, laktozę, soję, pszenicę. Wy","produkowane w fabryce, gdzie przetwarza się również jaja, orzechy, gorczycę oraz sezam. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-4421,Fish Snack Hot przekąska rybna pikantna 52g - Taro,dania-gotowe,https://kimchi.pl/product-pol-4421.html,cereals|eggs|soybeans|milk|nuts|mustard|sesame|sulphites,cereals|fish|soybeans|milk|mustard|sulphites,eggs|nuts|sesame,eggs|nuts|sesame,fish,,"Produkt zawiera ryby, mleko, laktozę, soję, pszenicę i gorczycę. Wy","produkowane w fabryce, gdzie przetwarza się również jaja, orzechy oraz sezam. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-4420,Fish Snack Original przekąska rybna 52g - Taro,dania-gotowe,https://kimchi.pl/product-pol-4420.html,cereals|eggs|soybeans|nuts|mustard|sesame|sulphites,cereals|eggs|fish|soybeans|sulphites,nuts|mustard|sesame,nuts|mustard|sesame,fish,,"Produkt zawiera ryby, jaja, pszenicę i soję. Wy","produkowane w fabryce, gdzie przetwarza się również orzechy, gorczycę oraz sezam. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-4037,"Fruit Juice Gummy Grape 100%, żelki o smaku winogronowym 54g - Meiji",słodycze-przekąski,https://kimchi.pl/product-pol-4037.html,,,,,,,,
KIMCHI-4432,"Fruit Juice Gummy Muscat 100%, żelki o smaku białych winogron 54g - Meiji",słodycze-przekąski,https://kimchi.pl/product-pol-4432.html,,,,,,,,
KIMCHI-3791,"Frutia Grape Gummy, żelki o smaku winogronowym 107g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-3791.html,soybeans,soybeans,,,,,Produkt zawiera soję oraz żelatynę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4375,"Frutia Kiwi Gummy, żelki o smaku kiwi 107g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-4375.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4419,"Frutia Lychee Gummy, żelki o smaku liczi 102g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-4419.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5110,"Frutia Mango Gummy, żelki o smaku mango 102g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-5110.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3792,"Frutia Muscat Gummy, żelki o smaku winogron Muscat 107g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-3792.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3790,"Frutia Peach Gummy, żelki o smaku brzoskwiniowym 107g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-3790.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4376,"Frutia Strawberry Gummy, żelki o smaku truskawkowym 102g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-4376.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4426,"Frutia Watermelon Gummy, żelki o smaku arbuzowym 107g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-4426.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3793,"Frutia Yuzu Gummy, żelki o smaku cytrusowym 102g - Kasugai",słodycze-przekąski,https://kimchi.pl/product-pol-3793.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4528,"Fukamushicha Sencha, głęboko parowana zielona herbata liściasta 50g - Maruka",herbaty,https://kimchi.pl/product-pol-4528.html,,,,,,,,
KIMCHI-3997,"Furikake Aji Douraku, posypka do ryżu wzbogacana 25g - Marumiya",przyprawy,https://kimchi.pl/product-pol-3997.html,cereals|eggs|fish|soybeans|milk|sesame,cereals|eggs|fish|soybeans|milk|sesame,,,,,"Produkt zawiera soję, pszenicę, sezam, mleko, laktozę, jaja, ryby, owoce morza. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4003,"Furikake Mazekomi Fragrant Sesame Oil Wakame, posypka do ryżu z wakame i olejem sezamowym 29g - Marumiya",przyprawy,https://kimchi.pl/product-pol-4003.html,cereals|soybeans,cereals|eggs|soybeans|sesame,,,eggs|sesame,,"Produkt zawiera soję, pszenicę oraz jajka. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4004,"Furikake Mazekomi Wakame Shiso Kombu, posypka do ryżu z wodorostami i liśćmi sezamu (pachnotki) 29g - Marumiya",przyprawy,https://kimchi.pl/product-pol-4004.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera soję, pszenicę i sezam. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-3999,"Furikake Noritama, posypka do ryżu wzbogacana 25g - Marumiya",przyprawy,https://kimchi.pl/product-pol-3999.html,cereals|eggs|fish|soybeans|milk|sesame,cereals|eggs|fish|soybeans|milk|sesame,,,,,"Produkt zawiera soję, pszenicę, sezam, mleko, jaja, ryby oraz owoce morza. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-3996,"Furikake Nori Wasabi, posypka do ryżu wzbogacana 20g - Marumiya",przyprawy,https://kimchi.pl/product-pol-3996.html,cereals|fish|soybeans|milk|sesame,cereals|fish|soybeans|milk|sesame,,,,,"Produkt zawiera soję, pszenicę, mleko, ryby oraz owoce morza. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-3995,"Furikake Pepatama, posypka do ryżu wzbogacana 20g - Marumiya",przyprawy,https://kimchi.pl/product-pol-3995.html,cereals|eggs|fish|soybeans|milk|sesame,cereals|eggs|fish|soybeans|milk|sesame,,,,,"Produkt zawiera soję, pszenicę, sezam, mleko, jaja, ryby oraz owoce morza. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-3994,"Furikake Pokemon, posypka do ryżu w 4 smakach 20 x 2,5g - Marumiya",przyprawy,https://kimchi.pl/product-pol-3994.html,cereals|eggs|fish|soybeans|milk|sesame,cereals|eggs|fish|soybeans|milk|sesame,,,,,"Produkt zawiera soję, pszenicę, mleko, ryby, jajka oraz laktozę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4341,Furikake Pokemon w pojemniku Pikachu 20g - Marumiya,przyprawy,https://kimchi.pl/product-pol-4341.html,cereals|eggs|fish|soybeans|milk|sesame,cereals|eggs|fish|soybeans|milk|sesame,,,,,"Produkt zawiera sezam, soję, pszenicę, mleko, ryby, jajka oraz laktozę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-5482,"Furikake, posypka do ryżu i dań płatki Perilli 20g - Mishima",przyprawy,https://kimchi.pl/product-pol-5482.html,,,,,,,,
KIMCHI-4699,"Furikake Sukiyaki, posypka do ryżu 34g - Marumiya",przyprawy,https://kimchi.pl/product-pol-4699.html,cereals|eggs|soybeans|milk|sesame,cereals|eggs|soybeans|milk|sesame,,,,,"Produkt zawiera soję, pszenicę, sezam, jajka, mleko. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych.",
KIMCHI-3998,"Furikake Tarako, posypka do ryżu wzbogacana 25g - Marumiya",przyprawy,https://kimchi.pl/product-pol-3998.html,cereals|fish|soybeans|sesame,cereals|eggs|fish|soybeans|sesame|milk,,,eggs|milk,,"Produkt zawiera soję, pszenicę, sezam, jajka, ryby oraz owoce morza. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-269,Galangal w proszku 100g Cock Brand,przyprawy,https://kimchi.pl/product-pol-269.html,,,,,,,,
KIMCHI-3134,"Garlic Tteokbokki, kluski ryżowe w sosie czosnkowo-paprykowym 260g - O'Food",dania-gotowe,https://kimchi.pl/product-pol-3134.html,,,,,,,,
KIMCHI-756,Glony Dasima (kombu) suszone 56g - Assi Brand,kombu-dasima,https://kimchi.pl/product-pol-756.html,,,,,,,,
KIMCHI-2648,Glony do sushi Yaki Nori GOLD 10 szt. - KC,arkusze-nori-gim,https://kimchi.pl/product-pol-2648.html,,,,,,,,
KIMCHI-2649,Glony do sushi Yaki Nori GOLD 3 x 10 szt. - KC,arkusze-nori-gim,https://kimchi.pl/product-pol-2649.html,,,,,,,,
KIMCHI-1093,Glony do sushi Yaki Nori GOLD 50 szt. - KC,arkusze-nori-gim,https://kimchi.pl/product-pol-1093.html,,,,,,,,
KIMCHI-2650,Glony do sushi Yaki Nori GOLD 5 x 10 szt. - KC,arkusze-nori-gim,https://kimchi.pl/product-pol-2650.html,,,,,,,,
KIMCHI-5234,"Glony nori prażone z przyprawami 48 x 3,5g - Dongwon",słodycze-przekąski,https://kimchi.pl/product-pol-5234.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-2326,"Glony Yaki Sushi Nori Gold, 50 szt. - Nobi",arkusze-nori-gim,https://kimchi.pl/product-pol-2326.html,,,,,,,,
KIMCHI-2329,"Glutaminian sodu, Aji-no-Moto MSG 200g - Ajinomoto",przyprawy,https://kimchi.pl/product-pol-2329.html,,,,,,,,
KIMCHI-2518,"Glutaminian sodu, Aji-no-Moto MSG 454g - Ajinomoto",przyprawy,https://kimchi.pl/product-pol-2518.html,,,,,,,,
KIMCHI-4916,"Gochujang Gluten Free Vegan Non-GMO, ostra pasta paprykowa bez glutenu 250g - Sempio",pasty-smakowe,https://kimchi.pl/product-pol-4916.html,soybeans,soybeans,,,,,"Produkt zawiera soję oraz alkohol. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu zalecamy przechowywanie w lodówce.",
KIMCHI-3809,Golden Curry Extra Hot (bardzo ostre) 220g - S&B - danie w 30 min,pasty-smakowe,https://kimchi.pl/product-pol-3809.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1853,Golden Curry Hot (ostre) 220g - S&B - danie w 30 min,pasty-smakowe,https://kimchi.pl/product-pol-1853.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1019,Golden Curry Hot (ostre) 92 g - S&B - danie w 30 min,dania-gotowe,https://kimchi.pl/product-pol-1019.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1852,Golden Curry Medium Hot (średnio ostre) 220g - S&B - danie w 30 min,pasty-smakowe,https://kimchi.pl/product-pol-1852.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1020,Golden Curry Medium Hot (średnio ostre) 92g - S&B - danie w 30 min,dania-gotowe,https://kimchi.pl/product-pol-1020.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1734,Golden Curry Mild (łagodne) 220g - S&B - danie w 30 min,pasty-smakowe,https://kimchi.pl/product-pol-1734.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-1021,Golden Curry Mild (łagodne) 92g - S&B - danie w 30 min,dania-gotowe,https://kimchi.pl/product-pol-1021.html,cereals|mustard,cereals|celery|mustard,,,celery,,"Produkt zawiera pszenicę, gorczycę oraz selera. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.",
KIMCHI-5553,"Green Cardamom Elaichi, kardamon zielony cały 50g TRS",przyprawy,https://kimchi.pl/product-pol-5553.html,,,,,,,,
KIMCHI-5251,"Green Tea Noodle, zupa makaronowa z aromatem zielonej herbaty 4 x 120g - Paldo",ramyun-ramen,https://kimchi.pl/product-pol-5251.html,cereals|crustaceans|fish|soybeans|milk|nuts|sulphites|molluscs,cereals|soybeans,cereals|crustaceans|eggs|milk|nuts|mustard|sesame|sulphites|molluscs,crustaceans|fish|milk|nuts|sulphites|molluscs,,eggs|mustard|sesame,Produkt zawiera soję i pszenicę.,"Może zawierać śladowe ilości orzeszków ziemnych, orzechów, sezamu, mleka, jajek, ryb, siarczynów, skorupiaków, mięczaków, glutenu oraz musztardy (gorczyca)."
KIMCHI-3211,"Grzyby białe shiro kikurage, suszone 100g - Mountains",inne-grzyby-azjatyckie,https://kimchi.pl/product-pol-3211.html,,,,,,,,
KIMCHI-128,Grzyby shiitake suszone 100g Asia Kitchen,grzyby-shiitake,https://kimchi.pl/product-pol-128.html,,,,,,,,
KIMCHI-2646,Grzyby shiitake suszone 500g (5 x 100g) - Asia Kitchen,grzyby-shiitake,https://kimchi.pl/product-pol-2646.html,,,,,,,,
KIMCHI-85,Grzyby shiitake suszone 50g Asia Kitchen,grzyby-shiitake,https://kimchi.pl/product-pol-85.html,,,,,,,,
KIMCHI-242,Grzyby shiitake w zalewie 284g Diamond,grzyby-shiitake,https://kimchi.pl/product-pol-242.html,,,,,,,,
KIMCHI-4290,Grzyby shiitake w zalewie 284g - House of Asia,grzyby-shiitake,https://kimchi.pl/product-pol-4290.html,,,,,,,,
KIMCHI-335,Grzyby słomiane (pochwiaki) 425g - Diamond,inne-grzyby-azjatyckie,https://kimchi.pl/product-pol-335.html,,,,,,,,
KIMCHI-4367,"Gudetama Custard Biscuits, herbatniki budyniowe 38g - Hokka",słodycze-przekąski,https://kimchi.pl/product-pol-4367.html,cereals|eggs|soybeans|milk,cereals|eggs|soybeans|milk,,,,,"Produkt zawiera soję, pszenicę oraz mleko i jaja. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-5536,Guma do żucia z naklejką Anime Spy × Family 4g - Takara Tomy,słodycze-przekąski,https://kimchi.pl/product-pol-5536.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4652,Gumy do żucia o smaku owocowym 12 sztuk - 30g Lotte,słodycze-przekąski,https://kimchi.pl/product-pol-4652.html,,,,,,,Produkt zawiera żelatynę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5749,"Gyokuro Konacha, japońska zielona herbata liściasta 100g - Maruka",herbaty,https://kimchi.pl/product-pol-5749.html,,,,,,,,
KIMCHI-4371,"Hakuto Mochi, oryginalne ryżowe ciasteczka japońskie o smaku białej brzoskwini momo 130g - Seiki",słodycze-przekąski,https://kimchi.pl/product-pol-4371.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-789,Herbata aloesowa 400g - All Gr∞,herbaty,https://kimchi.pl/product-pol-789.html,,,,,,,,
KIMCHI-5807,Herbata czarna słodzona Gogo No Kocha Straight Tea 500ml – Kirin,napoje,https://kimchi.pl/product-pol-5807.html,,,,,,,,
KIMCHI-5579,"Herbata gryczana Tartary Buckwheat Tea (20 x 1,5g) 30g - Sempio",herbaty,https://kimchi.pl/product-pol-5579.html,,,,,,,,
KIMCHI-785,Herbata imbirowa 400g - All Gr∞,herbaty,https://kimchi.pl/product-pol-785.html,,,,,,,,
KIMCHI-5501,Herbata japońska Genmaicha zielona z ryżem 10 torebek 20g - Ujinotsuyu,herbaty,https://kimchi.pl/product-pol-5501.html,,,,,,,,
KIMCHI-5727,Herbata jaśminowa Jasmine Tea 50g - Shan Wai Shan,herbaty,https://kimchi.pl/product-pol-5727.html,,,,,,,,
KIMCHI-4668,Herbata Koreańska z imbirem 1kg - Ottogi,herbaty,https://kimchi.pl/product-pol-4668.html,,,,,,,,
KIMCHI-4667,Herbata Koreańska z Yuzu 1kg - Ottogi,herbaty,https://kimchi.pl/product-pol-4667.html,,,cereals,,,cereals,,Może zawierać śladowe ilości pszenicy. Przechowywać w chłodnym i suchym miejscu. Chronić przed bezpośrednim działaniem promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 1-2 miesięcy.
KIMCHI-5065,Herbata liściasta czerwona Pu-Erh 100g - Tian Hu Shan,herbaty,https://kimchi.pl/product-pol-5065.html,,,,,,,,
KIMCHI-5064,Herbata liściasta Oolong Tea 150g - Tian Hu Shan,herbaty,https://kimchi.pl/product-pol-5064.html,,,,,,,,
KIMCHI-5062,Herbata liściasta Sencha Tea 100g - Tian Hu Shan,herbaty,https://kimchi.pl/product-pol-5062.html,,,,,,,,
KIMCHI-5063,Herbata liściasta zielona Green Tea 100g - Tian Hu Shan,herbaty,https://kimchi.pl/product-pol-5063.html,,,,,,,,
KIMCHI-5153,Herbata Matcha Shizuoka Classic Grade 30g - Otsuka,herbaty,https://kimchi.pl/product-pol-5153.html,eggs|milk,eggs|milk,,,,,,
KIMCHI-5730,Herbata Oolong Tea 50g - Shan Wai Shan,herbaty,https://kimchi.pl/product-pol-5730.html,,,,,,,,
KIMCHI-5021,Herbata Oolong Tea Tie Guan Yin 30g - Golden Turtle,herbaty,https://kimchi.pl/product-pol-5021.html,,,,,,,,
KIMCHI-5725,Herbata Shan Pu Erh Tea 50g - Shan Wai Shan,herbaty,https://kimchi.pl/product-pol-5725.html,,,,,,,,
KIMCHI-5233,Herbata Ume śliwkowa 400g - All Gr∞,herbaty,https://kimchi.pl/product-pol-5233.html,,,,,,,,
KIMCHI-2755,Herbata z czerwonego żeń-szenia Premum GeumSan instant (50 x 3g) 150g - Geum Hong,herbaty,https://kimchi.pl/product-pol-2755.html,milk,milk,,,,,Produkt zawiera laktozę.,
KIMCHI-5022,Herbata zielona jaśminowa Green Tea Jasmin Mao Feng 30g - Golden Turtle,herbaty,https://kimchi.pl/product-pol-5022.html,,,,,,,,
KIMCHI-2854,Herbata zielona Matcha w proszku 100g - Planteon,herbaty,https://kimchi.pl/product-pol-2854.html,cereals|celery|sesame,cereals|celery|mustard|sesame,,,mustard,,"Na terenie zakładu produkującego wykorzystywane są gorczyca, seler, sezam, zboża zawierające gluten. Przechowywać w suchym i zaciemnionym miejscu. Po otwarciu przechowywać w szczelnie zamkniętym opakowaniu.",
KIMCHI-5349,Herbata zielona Matcha w proszku 500g - Planteon,herbaty,https://kimchi.pl/product-pol-5349.html,cereals|peanuts|nuts|celery|mustard,,cereals|peanuts|nuts|celery|mustard|sesame,cereals|peanuts|nuts|celery|mustard,,sesame,Produkt,"może zawierać zboża zawierające gluten, seler, gorczycę, nasiona sezamu, orzeszki ziemne oraz orzechy. Przechowywać w suchym i zaciemnionym miejscu. Po otwarciu przechowywać w szczelnie zamkniętym opakowaniu."
KIMCHI-5334,Herbata zielona organiczna Sencha 50g - Otsuka,herbaty,https://kimchi.pl/product-pol-5334.html,,,,,,,,
KIMCHI-3292,Herbata ziołowa Wong Lo Kat (Wanglaoji) 310ml,napoje,https://kimchi.pl/product-pol-3292.html,,,,,,,,
KIMCHI-4909,Herbata z jujube 1kg - Ottogi,herbaty,https://kimchi.pl/product-pol-4909.html,,,,,,,,
KIMCHI-5578,"Herbata z kokoryczki Solomon's Seal Tea (20 x 1,2g) 24g - Sempio",herbaty,https://kimchi.pl/product-pol-5578.html,,,,,,,,
KIMCHI-3400,"Herbata z korzenia lotosu i łopianu (40 x 0,8g) 32g - Sempio",herbaty,https://kimchi.pl/product-pol-3400.html,,,,,,,,
