sku,name,category,sourceUrl,oldCandidateAllergens,containsAllergens,mayContainAllergens,oldExtraVsContains,containsMissingFromOld,mayMissingFromOld,containsText,mayContainText
KIMCHI-4046,"Mochi, ryżowe ciasteczka z kremem czekoladowym 80g - Royal Family",słodycze-przekąski,https://kimchi.pl/product-pol-4046.html,peanuts|soybeans|milk|nuts|sesame,soybeans|milk,cereals|eggs|peanuts|soybeans|nuts|sesame,peanuts|nuts|sesame,,cereals|eggs,"Produkt zawiera soję, mleko i laktozę. Wy","produkowano w zakładzie, w którym przetwarzane są również pszenica, jajka, orzeszki ziemne, orzechy, soja oraz sezam. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-3813,"Mochi, ryżowe ciasteczka z kremem mlecznym 120g - Royal Family",słodycze-przekąski,https://kimchi.pl/product-pol-3813.html,peanuts|soybeans|milk|nuts|sesame,milk,cereals|eggs|peanuts|soybeans|nuts|sesame,peanuts|soybeans|nuts|sesame,,cereals|eggs,Produkt zawiera mleko. Wy,"produkowano w zakładzie, w którym przetwarzane są również pszenica, jajka, orzeszki ziemne, orzechy, soja oraz sezam. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-4045,Mochi ryżowe ciasteczka z kremem truskawkowym 80g - Royal Family,słodycze-przekąski,https://kimchi.pl/product-pol-4045.html,peanuts|soybeans|milk|nuts|sesame,soybeans|milk,cereals|eggs|peanuts|soybeans|nuts|sesame,peanuts|nuts|sesame,,cereals|eggs,"Produkt zawiera soję, mleko i laktozę. Wy","produkowano w zakładzie, w którym przetwarzane są również pszenica, jajka, orzeszki ziemne, orzechy, soja oraz sezam. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-4069,Mochi ryżowe ciasteczka z mlecznym nadzieniem 80g - Royal Family,słodycze-przekąski,https://kimchi.pl/product-pol-4069.html,soybeans|milk|nuts,soybeans|milk,cereals|nuts|sesame,nuts,,cereals|sesame,"Produkt zawiera soję, mleko i laktozę.","Może zawierać śladowe ilości pszenicy, sezamu, orzeszków ziemnych, orzechów oraz mango. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-1044,"Mochi, ryżowe ciasteczka z orzeszkami ziemnymi 210g - Yuki & Love",słodycze-przekąski,https://kimchi.pl/product-pol-1044.html,peanuts|soybeans|nuts,peanuts|soybeans|nuts,cereals|nuts|sesame,,,cereals|sesame,Produkt zawiera soję i orzeszki arachidowe.,"Może zawierać śladowe ilości glutenu, orzechów i nasion sezamu. UWAGA! Opakowanie zawiera woreczek ze środkiem chemicznym pochłaniającym tlen oraz saszetkę pochłaniającą wilgoć, które chronią produkt przed utratą pierwotnej jakości. Zawartość saszetek nie nadaje się do spożycia! Woreczki należy wyrzucić natychmiast po otwarciu opakowania."
KIMCHI-737,"Mochi, ryżowe ciasteczka z pastą z fasolki azuki 210g -  Yuki & Love",słodycze-przekąski,https://kimchi.pl/product-pol-737.html,soybeans|nuts,soybeans,cereals|nuts|sesame,nuts,,cereals|sesame,Produkt zawiera soję.,"Może zawierać śladowe ilości glutenu, orzeszków ziemnych, orzechów i nasion sezamu. UWAGA! Opakowanie zawiera woreczek ze środkiem chemicznym pochłaniającym tlen oraz saszetkę pochłaniającą wilgoć, które chronią produkt przed utratą pierwotnej jakości. Zawartość saszetek nie nadaje się do spożycia! Woreczki należy wyrzucić natychmiast po otwarciu opakowania."
KIMCHI-980,"Mochi, ryżowe ciasteczka z sezamem 210g - Yuki & Love",słodycze-przekąski,https://kimchi.pl/product-pol-980.html,peanuts|soybeans|nuts|sesame,peanuts|soybeans|sesame,cereals|nuts,nuts,,cereals,"Produkt zawiera sezam, orzeszki ziemne oraz soję.","Może zawierać śladowe ilości glutenu i orzechów. UWAGA! Opakowanie zawiera woreczek ze środkiem chemicznym pochłaniającym tlen oraz saszetkę pochłaniającą wilgoć, które chronią produkt przed utratą pierwotnej jakości. Zawartość saszetek nie nadaje się do spożycia! Woreczki należy wyrzucić natychmiast po otwarciu opakowania. * * *"
KIMCHI-981,"Mochi, ryżowe ciasteczka z taro 210g - Yuki & Love",słodycze-przekąski,https://kimchi.pl/product-pol-981.html,cereals|soybeans|nuts|sesame,soybeans,cereals|soybeans|nuts|sesame,cereals|nuts|sesame,,,Produkt zawiera soję. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy, orzeszki zimne, soja, sezam oraz produkty zawierające gluten. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych. Produkt gotowy do spożycia. UWAGA! Opakowanie zawiera woreczek ze środkiem chemicznym pochłaniającym tlen, który chroni produkt przed utratą pierwotnej jakości. Zawartość saszetki nie nadaje się do spożycia! Woreczek należy wyrzucić natychmiast po otwarciu opakowania."
KIMCHI-738,"Mochi, ryżowe ciasteczka z zieloną herbatą 210g - Yuki & Love",słodycze-przekąski,https://kimchi.pl/product-pol-738.html,cereals|soybeans|nuts|sesame,soybeans,cereals|soybeans|nuts|sesame,cereals|nuts|sesame,,,Produkt zawiera soję.Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy, orzeszki zimne, soja, sezam oraz produkty zawierające gluten. Przechowywać w suchym i chłodnym miejscu, z dala od działania promieni słonecznych. Produkt gotowy do spożycia. UWAGA! Opakowanie zawiera woreczek ze środkiem chemicznym pochłaniającym tlen, który chroni produkt przed utratą pierwotnej jakości. Zawartość saszetki nie nadaje się do spożycia! Woreczek należy wyrzucić natychmiast po otwarciu opakowania."
KIMCHI-4372,"Mochi Strawberry, ryżowe ciasteczka truskawkowe 130g - Seiki",słodycze-przekąski,https://kimchi.pl/product-pol-4372.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5826,"Mochi Ume Plum, ryżowe ciasteczka o smaku śliwkowym 130g - Seiki",słodycze-przekąski,https://kimchi.pl/product-pol-5826.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5824,"Mochi Yuzu, ryżowe ciasteczka z nadzieniem cytrusowym 200g - Kubota",słodycze-przekąski,https://kimchi.pl/product-pol-5824.html,soybeans|milk,soybeans|milk,,,,,"Produkt zawiera soję, mleko i żelatynę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4407,"Mock Duck, wegańska kaczka 280g - Wu Chung",dania-gotowe,https://kimchi.pl/product-pol-4407.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera pszenicę i soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5577,Mori-nu Silken Tofu do deserów puddingów kremowe 315g - Morinaga,tofu,https://kimchi.pl/product-pol-5577.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w lodówce w szczelnym opakowaniu i zużyć w ciągu 2 dni. Nie zamrażać. Opakowanie produktu nie nadaje się do użycia w mikrofalówce.",
KIMCHI-4973,"Mori-nu Silken Tofu Extra Firm, tofu jedwabiste (ekstra zwarte) 308g - Morinaga",tofu,https://kimchi.pl/product-pol-4973.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w lodówce w szczelnym opakowaniu i zużyć w ciągu 2 dni. Nie zamrażać. Opakowanie produktu nie nadaje się do użycia w mikrofalówce.",
KIMCHI-4920,"Mori-nu Silken Tofu Firm, tofu jedwabiste (zwarte) 307g - Morinaga",tofu,https://kimchi.pl/product-pol-4920.html,soybeans,soybeans,,,,,,
KIMCHI-5067,"Mori-nu Silken Tofu Soft, tofu jedwabiste (bardzo miękkie) 305g - Morinaga",tofu,https://kimchi.pl/product-pol-5067.html,soybeans,soybeans,,,,,"Produkt zawiera soję. Przechowywać w suchym, chłodnym miejscu. Po otwarciu przechowywać w lodówce w szczelnym opakowaniu i zużyć w ciągu 2 dni. Nie zamrażać. Opakowanie produktu nie nadaje się do użycia w mikrofalówce.",
KIMCHI-4491,"Mutenka no Wafu Dashi, bulion z katsuobushi i kombu bez sztucznych dodatków 105g - Youki",buliony,https://kimchi.pl/product-pol-4491.html,fish|milk,fish|milk,,,,,"Produkt zawiera ryby i mleko. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w zacienionym, chłodnym miejscu lub w lodówce.",
KIMCHI-3852,"My Gummy Grape, żelki o smaku winogronowym (60% soku owocowego) 66g - Orion",słodycze-przekąski,https://kimchi.pl/product-pol-3852.html,fish,,,fish,,,Produkt zawiera kolagen z ryb. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5792,"My Gummy Lychee, żelki o smaku liczi 67g - Orion",słodycze-przekąski,https://kimchi.pl/product-pol-5792.html,,,,,,,Produkt zawiera żelatynę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4197,"My Gummy Plum, żelki o smaku śliwkowym 67g - Orion",słodycze-przekąski,https://kimchi.pl/product-pol-4197.html,,,,,,,,
KIMCHI-4362,Nachos paprykowe z chili tortilla Tres Amigos 500g - Fanex,słodycze-przekąski,https://kimchi.pl/product-pol-4362.html,,,,,,,,
KIMCHI-4361,Nachos serowe tortilla Tres Amigos 500g - Fanex,słodycze-przekąski,https://kimchi.pl/product-pol-4361.html,milk,milk,,,,,Produkt zawiera mleko. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4360,Nachos solone tortilla Tres Amigos 500g - Fanex,słodycze-przekąski,https://kimchi.pl/product-pol-4360.html,,,,,,,,
KIMCHI-5601,Napa Kimchi Classic klasyczna koreańska kiszona kapusta 350g - Jongga,owoce-marynowane-warzywa,https://kimchi.pl/product-pol-5601.html,soybeans,crustaceans|fish|soybeans,,,crustaceans|fish,,"Produkt zawiera ryby, krewetki i soję. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce.",
KIMCHI-2919,"Napa kimchi, koreańska kiszona kapustka 80g - Jongga",owoce-marynowane-warzywa,https://kimchi.pl/product-pol-2919.html,,,,,,,,
KIMCHI-4474,Napój brzoskwiniowy Peach Juice 340ml - Haitai,napoje,https://kimchi.pl/product-pol-4474.html,,,,,,,,
KIMCHI-5033,Napój Dekavita C z witaminami 210ml - Suntory,napoje,https://kimchi.pl/product-pol-5033.html,,,,,,,,
KIMCHI-5030,Napój gazowany Calpis melon cream soda melonowa 350ml - Asahi,napoje,https://kimchi.pl/product-pol-5030.html,soybeans|milk,soybeans|milk,,,,,"Produkt zawiera mleko i soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w zacienionym, chłodnym miejscu lub w lodówce.",
KIMCHI-4746,Napój gazowany mleczny Maro-Fuwa Melon Cream Soda smak melonowy 190ml - Sangaria,napoje,https://kimchi.pl/product-pol-4746.html,milk,milk,,,,,Produkt zawiera mleko. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4616,Napój gazowany winogronowy aluminiowa butelka 300ml - Fanta,napoje,https://kimchi.pl/product-pol-4616.html,,,,,,,,
KIMCHI-1006,Napój gruszkowy Crushed Pear 238ml - Haitai,napoje,https://kimchi.pl/product-pol-1006.html,,,,,,,,
KIMCHI-5253,Napój herbata Black Tea Lemon Ice Tea 500ml – OISHI,napoje,https://kimchi.pl/product-pol-5253.html,,,,,,,,
KIMCHI-5550,Napój herbata Green Tea Brown Rice 500ml – OISHI,napoje,https://kimchi.pl/product-pol-5550.html,,,,,,,,
KIMCHI-4449,Napój herbata Green Tea Honey Lemon 500ml – OISHI,napoje,https://kimchi.pl/product-pol-4449.html,,,,,,,,
KIMCHI-4657,Napój herbata Green Tea Original 500ml – OISHI,napoje,https://kimchi.pl/product-pol-4657.html,,,,,,,,
KIMCHI-4551,Napój Konjac Jelly Grapes o smaku winogronowym 150ml - Thezoen,napoje,https://kimchi.pl/product-pol-4551.html,,fish,,,fish,,Produkt zawiera kolagen rybi. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5274,Napój Konjac Jelly Lychee o smaku liczi 150ml - Thezoen,napoje,https://kimchi.pl/product-pol-5274.html,,fish,,,fish,,Produkt zawiera kolagen rybi. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5275,Napój Konjac Jelly White Peach o smaku brzoskwiniowym 150ml - Thezoen,napoje,https://kimchi.pl/product-pol-5275.html,,fish,,,fish,,Produkt zawiera kolagen rybi. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5273,Napój Konjac Jelly Wild o smaku mango 150ml - Thezoen,napoje,https://kimchi.pl/product-pol-5273.html,,fish,,,fish,,Produkt zawiera kolagen rybi. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4550,Napój Konjac Jelly Yogurt o smaku jogurtowym 150ml - Thezoen,napoje,https://kimchi.pl/product-pol-4550.html,milk,fish|milk,,,fish,,Produkt zawiera mleko i kolagen rybi. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-204,Napój Lychee 350ml Foco,napoje,https://kimchi.pl/product-pol-204.html,,,,,,,,
KIMCHI-5237,"Napój, mleko migdałowe wegańskie bez cukru Almond Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5237.html,cereals|soybeans|nuts,soybeans|nuts,cereals,cereals,,,Produkt zawiera soję i orzechy (migdały). Wy,"produkowano w zakładzie, w którym przetwarzane są również zboża zawierające gluten. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5770,"Napój, mleko owsiane Chai z herbatą wegańskie bez glutenu Oat Chai Drink 6 x 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5770.html,cereals|soybeans|nuts,,soybeans|nuts,cereals|soybeans|nuts,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy i soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5397,"Napój, mleko owsiane o smaku kokosowym wegańskie bez glutenu Oat Coconut Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5397.html,cereals|soybeans|nuts,,soybeans|nuts,cereals|soybeans|nuts,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy i soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni."
KIMCHI-5769,"Napój, mleko owsiane wegańskie bez glutenu Oat Chai Latte Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5769.html,cereals|soybeans|nuts,,soybeans|nuts,cereals|soybeans|nuts,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy i soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5235,"Napój, mleko owsiane wegańskie bez glutenu Oat Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5235.html,cereals|soybeans|nuts,,soybeans|nuts,cereals|soybeans|nuts,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy i soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5238,"Napój, mleko owsiane wegańskie bez glutenu Oat Matcha Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5238.html,cereals|soybeans,,cereals|soybeans,cereals|soybeans,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również zboża zawierające gluten oraz soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5239,"Napój, mleko owsiane wegańskie bez glutenu Oat Matcha Drink 6 x 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5239.html,cereals|soybeans,,cereals|soybeans,cereals|soybeans,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również zboża zawierające gluten oraz soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5771,"Napój, mleko owsiane wegańskie bez glutenu Oat Pistachio Flavoured Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5771.html,cereals|soybeans|nuts,,soybeans|nuts,cereals|soybeans|nuts,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy i soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5772,"Napój, mleko owsiane wegańskie bez glutenu Oat Pistachio Flavoured Drink 6 x 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5772.html,cereals|soybeans|nuts,,soybeans|nuts,cereals|soybeans|nuts,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy i soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5355,"Napój, mleko owsiane wegańskie bez glutenu Pumpkin Spice Oat Drink 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5355.html,cereals|soybeans,,cereals|soybeans,cereals|soybeans,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również zboża zawierające gluten oraz soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5360,"Napój, mleko owsiane wegańskie bez glutenu Pumpkin Spice Oat Drink 6 x 1l Natrue Barista",napoje,https://kimchi.pl/product-pol-5360.html,cereals|soybeans,,cereals|soybeans,cereals|soybeans,,,Produkt zawiera owies. Wy,"produkowano w zakładzie, w którym przetwarzane są również zboża zawierające gluten oraz soja. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-5236,"Napój, mleko sojowe wegańskie bez cukru Natrue Barista Soy Drink 0% Sugars 1l",napoje,https://kimchi.pl/product-pol-5236.html,cereals|soybeans|nuts,soybeans,cereals|nuts,cereals|nuts,,,Produkt zawiera soję. Wy,"produkowano w zakładzie, w którym przetwarzane są również orzechy oraz zboża zawierające gluten. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3-4 dni"
KIMCHI-4509,Napój na bazie herbaty - czarna tajska herbata  aromatyzowana 400g - ChaTraMue,herbaty,https://kimchi.pl/product-pol-4509.html,,,,,,,,
KIMCHI-4508,Napój na bazie herbaty - zielona tajska herbata aromatyzowana 200g - ChaTraMue,herbaty,https://kimchi.pl/product-pol-4508.html,,,,,,,,
KIMCHI-5557,Napój o smaku limonki 300ml - Fa Thai,napoje,https://kimchi.pl/product-pol-5557.html,,,,,,,,
KIMCHI-3209,"Napój Ramune Blueberry, japońska oranżada o smaku jagodowym 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-3209.html,,,,,,,,
KIMCHI-4486,"Napój Ramune Cola, japońska oranżada o smaku coli 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4486.html,,,,,,,Produkt zawiera wymienione alergeny. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4742,"Napój Ramune Japan Soda, japońska oranżada 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4742.html,,,,,,,,
KIMCHI-4745,"Napój Ramune, japońska oranżada, aluminiowa butelka 500ml - Sangaria",herbaty,https://kimchi.pl/product-pol-4745.html,,,,,,,,
KIMCHI-3800,"Napój Ramune Lychee, japońska oranżada o smaku liczi 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-3800.html,,,,,,,,
KIMCHI-3802,"Napój Ramune Mango, japońska oranżada o smaku mango 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-3802.html,,,,,,,,
KIMCHI-4483,"Napój Ramune Matcha, japońska oranżada o smaku herbaty Matcha 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4483.html,,,,,,,,
KIMCHI-3208,"Napój Ramune Melon, japońska oranżada o smaku melonowym 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-3208.html,,,,,,,,
KIMCHI-4687,"Napój Ramune Orange, japońska oranżada o smaku pomarańczy 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4687.html,,,,,,,,
KIMCHI-4688,"Napój Ramune Pineapple, japońska oranżada o smaku ananasowym 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4688.html,,,,,,,,
KIMCHI-4686,"Napój Ramune Sakura, japońska oranżada 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4686.html,,,,,,,,
KIMCHI-3210,"Napój Ramune Strawberry, japońska oranżada o smaku truskawkowym 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-3210.html,,,,,,,,
KIMCHI-3801,"Napój Ramune Watermelon, japońska oranżada o smaku arbuzowym 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-3801.html,,,,,,,,
KIMCHI-4619,"Napój Ramune Watermelon, japońska oranżada o smaku arbuzowym z dodatkiem soli 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4619.html,,,,,,,,
KIMCHI-4484,"Napój Ramune Yuzu, japońska oranżada o smaku cytrusowym 200ml - Hata Kosen",napoje,https://kimchi.pl/product-pol-4484.html,,,,,,,,
KIMCHI-1133,Napój winogronowy Bong Bong z kawałkami owoców 238ml - Haitai,napoje,https://kimchi.pl/product-pol-1133.html,,,,,,,,
KIMCHI-5344,"Napój w proszku matcha, zielona herbata z cukrem 120g - Gyokuroen",herbaty,https://kimchi.pl/product-pol-5344.html,,,,,,,,
KIMCHI-4743,Napój zielona japońska herbata OH-I OCHA 340ml - Itoen,napoje,https://kimchi.pl/product-pol-4743.html,,,,,,,,
KIMCHI-5095,Naturalna rzodkiew cała Takuan japońska 350g - Kimura,owoce-marynowane-warzywa,https://kimchi.pl/product-pol-5095.html,fish,fish,,,,,"Produkt zawiera ryby. Produkt zawiera źródło fenyloalaniny. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu kilku tygodni.",
KIMCHI-3720,"Neru Neru Nerune Grape, pianka o smaku winogronowym 23,5g - Kracie",słodycze-przekąski,https://kimchi.pl/product-pol-3720.html,eggs,eggs,,,,,Produkt zawiera jaja. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3721,"Neru Neru Nerune Soda, pianka o smaku oranżady 25,5g - Kracie",słodycze-przekąski,https://kimchi.pl/product-pol-3721.html,eggs|soybeans,eggs|soybeans,,,,,Produkt zawiera soję i jaja. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5338,"Neru Neru Nerune x Chupa Chups, pianka o smaku truskawek 22g - Kracie",słodycze-przekąski,https://kimchi.pl/product-pol-5338.html,eggs,eggs,,,,,Produkt zawiera jaja. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4138,Ocet jabłkowy 100% 500ml - Sempio,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-4138.html,,,,,,,,
KIMCHI-2682,Ocet ryżowy 150ml - Asia Kitchen,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-2682.html,,,,,,,,
KIMCHI-2823,Ocet ryżowy 150ml - House of Asia,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-2823.html,,,,,,,,
KIMCHI-2254,Ocet ryżowy 1l - Asia Kitchen,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-2254.html,,,,,,,,
KIMCHI-3219,Ocet ryżowy 220ml - Sen Soy,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-3219.html,,,,,,,,
KIMCHI-2659,Ocet ryżowy 500ml - Asia Kitchen,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-2659.html,,,,,,,,
KIMCHI-1809,Ocet ryżowy czarny Chinkiang 550ml - Heng Shun,ocet-ryżowy-do-sushi,https://kimchi.pl/product-pol-1809.html,cereals,cereals,,,,,"Produkt zawiera pszenicę. Przechowywać w chłodnym miejscu, z dala od działania promieni słonecznych.",
KIMCHI-2662,Ocet winny ryżowy Kokumotsu 500ml - Tamanoi,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-2662.html,,,,,,,,
KIMCHI-4135,Ocet z brązowego ryżu 100% 500ml - Sempio,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-4135.html,,,,,,,,
KIMCHI-12,Ocet z brązowego ryżu 500ml Ottogi,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-12.html,,,,,,,,
KIMCHI-863,Ocet z brązowego ryżu 900ml - CJO Essential,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-863.html,,,,,,,,
KIMCHI-5340,Ocet z przyprawami Kantan-Su 500ml - Mizkan,octy-i-winne-przyprawy,https://kimchi.pl/product-pol-5340.html,,,,,,,,
KIMCHI-3607,"Oksusu Suyeom-cha, herbata kukurydziana z jedwabiem kukurydzianym instant (20 x 1,5g) 30g - Sempio",herbaty,https://kimchi.pl/product-pol-3607.html,cereals,cereals,,,,,"Produkt zawiera zboża (kukurydza, jęczmień). Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-5144,"Old Friends KIMCHI Mild Classic, pasteryzowane 1kg",kimchi,https://kimchi.pl/product-pol-5144.html,,fish,,,fish,,Produkt zawiera ryby. Produkt pasteryzowany z okresem przydatności do 12 miesięcy. Przechowywać w lodówce. Spożyć w ciągu 14 dni od otwarcia. Wy,produkowane w Polsce.
KIMCHI-3591,"Old Friends KIMCHI Mild Classic, pasteryzowane 280g",kimchi,https://kimchi.pl/product-pol-3591.html,,fish,,,fish,,Produkt zawiera ryby. Produkt pasteryzowany z okresem przydatności do 12 miesięcy. Przechowywać w lodówce. Spożyć w ciągu 14 dni od otwarcia. Wy,produkowane w Polsce.
KIMCHI-3590,"Old Friends KIMCHI Mild Vegan, pasteryzowane 280g",kimchi,https://kimchi.pl/product-pol-3590.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Produkt pasteryzowany z okresem przydatności do 12 miesięcy. Przechowywać w lodówce. Spożyć w ciągu 14 dni od otwarcia. Wy,produkowano w Polsce.
KIMCHI-3588,"Old Friends KIMCHI Spicy Classic, pasteryzowane 280g",kimchi,https://kimchi.pl/product-pol-3588.html,,fish,,,fish,,Produkt zawiera ryby. Produkt pasteryzowany z okresem przydatności do 12 miesięcy. Przechowywać w lodówce. Spożyć w ciągu 14 dni od otwarcia. Wy,produkowano w Polsce.
KIMCHI-3589,"Old Friends KIMCHI Spicy Vegan, pasteryzowane 280g",kimchi,https://kimchi.pl/product-pol-3589.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Produkt pasteryzowany z okresem przydatności do 12 miesięcy. Przechowywać w lodówce. Spożyć w ciągu 14 dni od otwarcia. Wy,produkowano w Polsce.
KIMCHI-4719,"Old Jamaica Ginger Beer Original, imbirowe piwo korzenne (0%) 24 x 330ml",napoje,https://kimchi.pl/product-pol-4719.html,,,,,,,,
