field_key,source_table,source_column,product_id,product_image_id,product_code,legacy_kimchi_slug,product_slug,image_file,source_url,target_url,source_http_status,source_http_ok,source_content_type,source_content_length,notes
product_images:db2bd21b-501c-4786-b0db-bdc85827f8df:image_large_url,product_images,image_large_url,d3e83479-2ed9-4755-89b8-147e14312ab3,db2bd21b-501c-4786-b0db-bdc85827f8df,ADG-001152,KIMCHI-4769,bulion-hondashi-z-dodatkiem-tunczyka-bonito-40g-ajinomoto,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4769/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001152/1.webp,200,true,image/webp,83430,
products:1049e910-7312-4c6c-879f-e4f64a29897a:image_url,products,image_url,1049e910-7312-4c6c-879f-e4f64a29897a,,ADG-001153,KIMCHI-4776,chipsy-ziemniaczane-sweet-spicy-fried-chicken-flavour-70g-lays,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4776/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001153/1.webp,200,true,image/webp,93766,
product_images:f069e70c-50ae-44f6-9f04-a803a7c4ed78:image_large_url,product_images,image_large_url,1049e910-7312-4c6c-879f-e4f64a29897a,f069e70c-50ae-44f6-9f04-a803a7c4ed78,ADG-001153,KIMCHI-4776,chipsy-ziemniaczane-sweet-spicy-fried-chicken-flavour-70g-lays,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4776/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001153/1.webp,200,true,image/webp,93766,
products:8cc82ac5-1ffb-4fe4-8ac6-ddfe6bfd8ce4:image_url,products,image_url,8cc82ac5-1ffb-4fe4-8ac6-ddfe6bfd8ce4,,ADG-001154,KIMCHI-4777,ramen-kumamoto-mokkosu-o-smaku-tonkotsu-104g-itsuki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4777/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001154/1.webp,200,true,image/webp,62748,
product_images:7bd2ec58-8827-4eda-bc61-bb79b90206b2:image_large_url,product_images,image_large_url,8cc82ac5-1ffb-4fe4-8ac6-ddfe6bfd8ce4,7bd2ec58-8827-4eda-bc61-bb79b90206b2,ADG-001154,KIMCHI-4777,ramen-kumamoto-mokkosu-o-smaku-tonkotsu-104g-itsuki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4777/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001154/1.webp,200,true,image/webp,62748,
products:89da02a7-b6aa-441d-b839-cdbfc332d1d3:image_url,products,image_url,89da02a7-b6aa-441d-b839-cdbfc332d1d3,,ADG-001155,KIMCHI-4778,wodorosty-kombu-suszone-duze-platy-200g-golden-lion,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4778/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001155/1.webp,200,true,image/webp,38842,
product_images:f7f0b352-7e6d-4639-b61a-43a4902ed516:image_large_url,product_images,image_large_url,89da02a7-b6aa-441d-b839-cdbfc332d1d3,f7f0b352-7e6d-4639-b61a-43a4902ed516,ADG-001155,KIMCHI-4778,wodorosty-kombu-suszone-duze-platy-200g-golden-lion,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4778/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001155/1.webp,200,true,image/webp,38842,
products:d3e9b1ea-bcd7-425c-8236-e193086d55ee:image_url,products,image_url,d3e9b1ea-bcd7-425c-8236-e193086d55ee,,ADG-001156,KIMCHI-4781,pomocniki-do-paleczek-nakladka-na-paleczki-100-szt-czarne-czerwone,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4781/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001156/1.webp,200,true,image/jpeg,26181,
product_images:06b708d9-1def-480c-9989-f0356d0ff384:image_large_url,product_images,image_large_url,d3e9b1ea-bcd7-425c-8236-e193086d55ee,06b708d9-1def-480c-9989-f0356d0ff384,ADG-001156,KIMCHI-4781,pomocniki-do-paleczek-nakladka-na-paleczki-100-szt-czarne-czerwone,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4781/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001156/1.webp,200,true,image/jpeg,26181,
product_images:0430a092-90e7-4850-911b-59a7f685be41:image_large_url,product_images,image_large_url,d3e9b1ea-bcd7-425c-8236-e193086d55ee,0430a092-90e7-4850-911b-59a7f685be41,ADG-001156,KIMCHI-4781,pomocniki-do-paleczek-nakladka-na-paleczki-100-szt-czarne-czerwone,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4781/2.webp,https://img.zira.pl/asiandeligo/products/ADG-001156/2.webp,200,true,image/jpeg,27721,
product_images:03c52d61-a027-4afc-9d4b-e15afcd60369:image_large_url,product_images,image_large_url,d3e9b1ea-bcd7-425c-8236-e193086d55ee,03c52d61-a027-4afc-9d4b-e15afcd60369,ADG-001156,KIMCHI-4781,pomocniki-do-paleczek-nakladka-na-paleczki-100-szt-czarne-czerwone,3.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4781/3.webp,https://img.zira.pl/asiandeligo/products/ADG-001156/3.webp,200,true,image/jpeg,28243,
products:b4ecb293-1d7e-4589-b016-8cc6b664dc7d:image_url,products,image_url,b4ecb293-1d7e-4589-b016-8cc6b664dc7d,,ADG-001157,KIMCHI-4782,zestaw-misek-do-udonu-uzu-niebieski-4-elementy-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4782/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001157/1.webp,200,true,image/webp,51010,
product_images:f80b1fd7-69e4-4ebb-b315-85c1f775c15c:image_large_url,product_images,image_large_url,b4ecb293-1d7e-4589-b016-8cc6b664dc7d,f80b1fd7-69e4-4ebb-b315-85c1f775c15c,ADG-001157,KIMCHI-4782,zestaw-misek-do-udonu-uzu-niebieski-4-elementy-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4782/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001157/1.webp,200,true,image/webp,51010,
products:c3877eeb-d20c-4399-9b76-3d2a105001ec:image_url,products,image_url,c3877eeb-d20c-4399-9b76-3d2a105001ec,,ADG-001158,KIMCHI-4783,zestaw-misek-do-ramenu-uzu-niebieski-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4783/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001158/1.webp,200,true,image/webp,75814,
product_images:0f488e23-b3bd-447b-84ae-6f3002c384bb:image_large_url,product_images,image_large_url,c3877eeb-d20c-4399-9b76-3d2a105001ec,0f488e23-b3bd-447b-84ae-6f3002c384bb,ADG-001158,KIMCHI-4783,zestaw-misek-do-ramenu-uzu-niebieski-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4783/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001158/1.webp,200,true,image/webp,75814,
products:6b087db2-9faf-4112-b95c-a6a1dbc9c38c:image_url,products,image_url,6b087db2-9faf-4112-b95c-a6a1dbc9c38c,,ADG-001159,KIMCHI-4787,marynowana-rzodkiew-oshinko-rozowa-takuan-500g-tokyo,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4787/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001159/1.webp,200,true,image/webp,58276,
product_images:35d6df2c-a178-4e5f-9af4-4a72957b1a27:image_large_url,product_images,image_large_url,6b087db2-9faf-4112-b95c-a6a1dbc9c38c,35d6df2c-a178-4e5f-9af4-4a72957b1a27,ADG-001159,KIMCHI-4787,marynowana-rzodkiew-oshinko-rozowa-takuan-500g-tokyo,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4787/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001159/1.webp,200,true,image/webp,58276,
products:a6b072a5-cae1-4e47-93b1-8d20471f31ea:image_url,products,image_url,a6b072a5-cae1-4e47-93b1-8d20471f31ea,,ADG-001160,KIMCHI-4790,zestaw-do-sushi-kurage-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4790/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001160/1.webp,200,true,image/png,366113,
product_images:a31a0c57-31bc-46cd-bb6b-9a3e0f60a52b:image_large_url,product_images,image_large_url,a6b072a5-cae1-4e47-93b1-8d20471f31ea,a31a0c57-31bc-46cd-bb6b-9a3e0f60a52b,ADG-001160,KIMCHI-4790,zestaw-do-sushi-kurage-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4790/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001160/1.webp,200,true,image/png,366113,
product_images:3bf2ae1a-3a92-47f9-923e-bf05fd72ba5b:image_large_url,product_images,image_large_url,a6b072a5-cae1-4e47-93b1-8d20471f31ea,3bf2ae1a-3a92-47f9-923e-bf05fd72ba5b,ADG-001160,KIMCHI-4790,zestaw-do-sushi-kurage-6-elementow-edo-japan,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4790/2.webp,https://img.zira.pl/asiandeligo/products/ADG-001160/2.webp,200,true,image/png,265645,
products:d63a33d6-e21a-4409-b6f1-7e6bbb050c60:image_url,products,image_url,d63a33d6-e21a-4409-b6f1-7e6bbb050c60,,ADG-001161,KIMCHI-4791,zestaw-do-sushi-ki-kasshoku-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4791/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001161/1.webp,200,true,image/png,412955,
product_images:6ecf7200-1508-455f-81ea-420af5c613d1:image_large_url,product_images,image_large_url,d63a33d6-e21a-4409-b6f1-7e6bbb050c60,6ecf7200-1508-455f-81ea-420af5c613d1,ADG-001161,KIMCHI-4791,zestaw-do-sushi-ki-kasshoku-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4791/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001161/1.webp,200,true,image/png,412955,
product_images:84cc2024-7dea-4857-a014-9422ea8770cd:image_large_url,product_images,image_large_url,d63a33d6-e21a-4409-b6f1-7e6bbb050c60,84cc2024-7dea-4857-a014-9422ea8770cd,ADG-001161,KIMCHI-4791,zestaw-do-sushi-ki-kasshoku-6-elementow-edo-japan,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4791/2.webp,https://img.zira.pl/asiandeligo/products/ADG-001161/2.webp,200,true,image/png,299649,
products:c22c72d4-01ac-4ba7-baf2-96f9cd950456:image_url,products,image_url,c22c72d4-01ac-4ba7-baf2-96f9cd950456,,ADG-001162,KIMCHI-4792,zestaw-do-sushi-yogan-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4792/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001162/1.webp,200,true,image/png,413610,
product_images:af8ef48e-634e-41fa-a7ff-516cfc2a5d17:image_large_url,product_images,image_large_url,c22c72d4-01ac-4ba7-baf2-96f9cd950456,af8ef48e-634e-41fa-a7ff-516cfc2a5d17,ADG-001162,KIMCHI-4792,zestaw-do-sushi-yogan-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4792/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001162/1.webp,200,true,image/png,413610,
product_images:be9fd947-9691-47d2-8a28-fc841ee8570e:image_large_url,product_images,image_large_url,c22c72d4-01ac-4ba7-baf2-96f9cd950456,be9fd947-9691-47d2-8a28-fc841ee8570e,ADG-001162,KIMCHI-4792,zestaw-do-sushi-yogan-6-elementow-edo-japan,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4792/2.webp,https://img.zira.pl/asiandeligo/products/ADG-001162/2.webp,200,true,image/png,291731,
products:88bd7743-4512-4f31-a60d-71a62a8311b7:image_url,products,image_url,88bd7743-4512-4f31-a60d-71a62a8311b7,,ADG-001163,KIMCHI-4793,zestaw-do-sushi-mata-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4793/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001163/1.webp,200,true,image/png,372015,
product_images:1b4f4c1e-6507-4b35-9ad5-ccd1a1110355:image_large_url,product_images,image_large_url,88bd7743-4512-4f31-a60d-71a62a8311b7,1b4f4c1e-6507-4b35-9ad5-ccd1a1110355,ADG-001163,KIMCHI-4793,zestaw-do-sushi-mata-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4793/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001163/1.webp,200,true,image/png,372015,
product_images:b64c02ed-6872-4ecf-9951-a25e6826f3bc:image_large_url,product_images,image_large_url,88bd7743-4512-4f31-a60d-71a62a8311b7,b64c02ed-6872-4ecf-9951-a25e6826f3bc,ADG-001163,KIMCHI-4793,zestaw-do-sushi-mata-6-elementow-edo-japan,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4793/2.webp,https://img.zira.pl/asiandeligo/products/ADG-001163/2.webp,200,true,image/png,276392,
products:b9809aa7-fa61-4b4f-8421-1e37e98ce921:image_url,products,image_url,b9809aa7-fa61-4b4f-8421-1e37e98ce921,,ADG-001164,KIMCHI-4794,zestaw-do-sushi-buru-gure-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4794/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001164/1.webp,200,true,image/png,402792,
product_images:47ccf55b-14ba-45d0-8b51-1142df6da7cf:image_large_url,product_images,image_large_url,b9809aa7-fa61-4b4f-8421-1e37e98ce921,47ccf55b-14ba-45d0-8b51-1142df6da7cf,ADG-001164,KIMCHI-4794,zestaw-do-sushi-buru-gure-6-elementow-edo-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4794/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001164/1.webp,200,true,image/png,402792,
product_images:dcd669e7-c494-4e65-9afc-91300c109d23:image_large_url,product_images,image_large_url,b9809aa7-fa61-4b4f-8421-1e37e98ce921,dcd669e7-c494-4e65-9afc-91300c109d23,ADG-001164,KIMCHI-4794,zestaw-do-sushi-buru-gure-6-elementow-edo-japan,2.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4794/2.webp,https://img.zira.pl/asiandeligo/products/ADG-001164/2.webp,200,true,image/png,297222,
products:fd1bbe7b-7910-4b9e-922c-5100c3bddfd1:image_url,products,image_url,fd1bbe7b-7910-4b9e-922c-5100c3bddfd1,,ADG-001165,KIMCHI-4795,zupa-makaronowa-instant-o-smaku-warzywnym-40-x-75g-indomie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4795/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001165/1.webp,200,true,image/webp,49082,
product_images:622c501a-ae38-456d-8f65-4d5646605236:image_large_url,product_images,image_large_url,fd1bbe7b-7910-4b9e-922c-5100c3bddfd1,622c501a-ae38-456d-8f65-4d5646605236,ADG-001165,KIMCHI-4795,zupa-makaronowa-instant-o-smaku-warzywnym-40-x-75g-indomie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4795/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001165/1.webp,200,true,image/webp,49082,
products:ade5c8b4-ecfd-4795-a2e1-1872e37d4ce3:image_url,products,image_url,ade5c8b4-ecfd-4795-a2e1-1872e37d4ce3,,ADG-001166,KIMCHI-4796,rzodkiew-oshinko-takuan-marynowana-pocieta-400g-sakura,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4796/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001166/1.webp,200,true,image/webp,63488,
product_images:fb47b736-01a7-4eb9-ba9b-8ad9797b2ac1:image_large_url,product_images,image_large_url,ade5c8b4-ecfd-4795-a2e1-1872e37d4ce3,fb47b736-01a7-4eb9-ba9b-8ad9797b2ac1,ADG-001166,KIMCHI-4796,rzodkiew-oshinko-takuan-marynowana-pocieta-400g-sakura,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4796/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001166/1.webp,200,true,image/webp,63488,
products:74fe9042-115d-476e-b3c0-046fc7f4cb5b:image_url,products,image_url,74fe9042-115d-476e-b3c0-046fc7f4cb5b,,ADG-001167,KIMCHI-4797,tykwa-kanpyo-marynowana-w-slodkiej-zalewie-150g-sakura,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4797/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001167/1.webp,200,true,image/webp,57078,
product_images:732ec6c8-560a-4ee8-8155-2b30bf89215c:image_large_url,product_images,image_large_url,74fe9042-115d-476e-b3c0-046fc7f4cb5b,732ec6c8-560a-4ee8-8155-2b30bf89215c,ADG-001167,KIMCHI-4797,tykwa-kanpyo-marynowana-w-slodkiej-zalewie-150g-sakura,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4797/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001167/1.webp,200,true,image/webp,57078,
products:15969d68-528a-47c7-821b-b4b7eca5594d:image_url,products,image_url,15969d68-528a-47c7-821b-b4b7eca5594d,,ADG-001168,KIMCHI-4798,oreo-thin-rose-0-sugar-cienkie-kakaowe-ciasteczka-z-nadzieniem-rozanym-bez-cukru-97g,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4798/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001168/1.webp,200,true,image/webp,37492,
product_images:1886a394-8e76-4e21-ac1a-18bdb7530a22:image_large_url,product_images,image_large_url,15969d68-528a-47c7-821b-b4b7eca5594d,1886a394-8e76-4e21-ac1a-18bdb7530a22,ADG-001168,KIMCHI-4798,oreo-thin-rose-0-sugar-cienkie-kakaowe-ciasteczka-z-nadzieniem-rozanym-bez-cukru-97g,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4798/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001168/1.webp,200,true,image/webp,37492,
products:a8888cf1-3b31-412e-adbb-2eece9b280ef:image_url,products,image_url,a8888cf1-3b31-412e-adbb-2eece9b280ef,,ADG-001169,KIMCHI-4799,chipsy-ziemniaczane-sichuan-pepper-crispy-pork-flavour-o-smaku-syczuanskiego-pieprzu-i-wieprzowiny-70g-lay-s,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4799/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001169/1.webp,200,true,image/webp,78646,
product_images:1a4930b8-769c-4b81-9a48-23fff43d8ad6:image_large_url,product_images,image_large_url,a8888cf1-3b31-412e-adbb-2eece9b280ef,1a4930b8-769c-4b81-9a48-23fff43d8ad6,ADG-001169,KIMCHI-4799,chipsy-ziemniaczane-sichuan-pepper-crispy-pork-flavour-o-smaku-syczuanskiego-pieprzu-i-wieprzowiny-70g-lay-s,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4799/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001169/1.webp,200,true,image/webp,78646,
products:870cfabc-3719-4a1e-a0b8-2eeb18e29618:image_url,products,image_url,870cfabc-3719-4a1e-a0b8-2eeb18e29618,,ADG-001170,KIMCHI-4804,zupa-kumamon-udon-o-smaku-bonito-z-kombu-210g-itsuki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4804/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001170/1.webp,200,true,image/webp,76784,
product_images:30fb19cd-aee0-4911-b5b9-35cd89cc7723:image_large_url,product_images,image_large_url,870cfabc-3719-4a1e-a0b8-2eeb18e29618,30fb19cd-aee0-4911-b5b9-35cd89cc7723,ADG-001170,KIMCHI-4804,zupa-kumamon-udon-o-smaku-bonito-z-kombu-210g-itsuki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4804/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001170/1.webp,200,true,image/webp,76784,
products:79794a9c-1000-4068-bafe-04b17227c43e:image_url,products,image_url,79794a9c-1000-4068-bafe-04b17227c43e,,ADG-001171,KIMCHI-4805,danie-o-smaku-ostrego-kurczaka-rose-buldak-5-x-140g-samyang-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4805/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001171/1.webp,200,true,image/webp,110120,
product_images:60acd9a5-9f20-4271-9469-0b6d3a509fb9:image_large_url,product_images,image_large_url,79794a9c-1000-4068-bafe-04b17227c43e,60acd9a5-9f20-4271-9469-0b6d3a509fb9,ADG-001171,KIMCHI-4805,danie-o-smaku-ostrego-kurczaka-rose-buldak-5-x-140g-samyang-japan,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4805/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001171/1.webp,200,true,image/webp,110120,
products:24a72905-abd3-4a3c-85a3-2a8332d4ba0c:image_url,products,image_url,24a72905-abd3-4a3c-85a3-2a8332d4ba0c,,ADG-001172,KIMCHI-4807,zelki-pure-gummy-grape-o-smaku-winogronowym-56g-kanro,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4807/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001172/1.webp,200,true,image/webp,98714,
product_images:0bcc71d0-5a5f-420a-98b3-e354fe932d5b:image_large_url,product_images,image_large_url,24a72905-abd3-4a3c-85a3-2a8332d4ba0c,0bcc71d0-5a5f-420a-98b3-e354fe932d5b,ADG-001172,KIMCHI-4807,zelki-pure-gummy-grape-o-smaku-winogronowym-56g-kanro,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4807/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001172/1.webp,200,true,image/webp,98714,
products:2b9f6c03-cc0a-41e3-8f3b-bfd548703bdb:image_url,products,image_url,2b9f6c03-cc0a-41e3-8f3b-bfd548703bdb,,ADG-001173,KIMCHI-4808,zestaw-diy-gummy-tsureta-grape-and-soda-flavour-tworzenie-zelki-19g-kracie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4808/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001173/1.webp,200,true,image/webp,98038,
product_images:74288f4a-1ea0-4e41-b567-a017e8a0581f:image_large_url,product_images,image_large_url,2b9f6c03-cc0a-41e3-8f3b-bfd548703bdb,74288f4a-1ea0-4e41-b567-a017e8a0581f,ADG-001173,KIMCHI-4808,zestaw-diy-gummy-tsureta-grape-and-soda-flavour-tworzenie-zelki-19g-kracie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4808/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001173/1.webp,200,true,image/webp,98038,
products:73f5f697-cec5-472f-8257-95c38a0037db:image_url,products,image_url,73f5f697-cec5-472f-8257-95c38a0037db,,ADG-001174,KIMCHI-4809,zestaw-diy-sukutte-kingyo-gold-fish-scooping-grape-and-peach-jelly-14g-kracie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4809/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001174/1.webp,200,true,image/webp,113060,
product_images:b309ef4e-e87d-4399-bcfc-5613781eb36a:image_large_url,product_images,image_large_url,73f5f697-cec5-472f-8257-95c38a0037db,b309ef4e-e87d-4399-bcfc-5613781eb36a,ADG-001174,KIMCHI-4809,zestaw-diy-sukutte-kingyo-gold-fish-scooping-grape-and-peach-jelly-14g-kracie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4809/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001174/1.webp,200,true,image/webp,113060,
products:9310ac13-92bc-440c-89fe-81d83a24335a:image_url,products,image_url,9310ac13-92bc-440c-89fe-81d83a24335a,,ADG-001175,KIMCHI-4810,zestaw-diy-popin-cookin-kaori-labo-flagrance-fuzzy-soda-18g-kracie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4810/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001175/1.webp,200,true,image/webp,110662,
product_images:779c4a6a-ce75-4745-8b05-e3f77b6a02cf:image_large_url,product_images,image_large_url,9310ac13-92bc-440c-89fe-81d83a24335a,779c4a6a-ce75-4745-8b05-e3f77b6a02cf,ADG-001175,KIMCHI-4810,zestaw-diy-popin-cookin-kaori-labo-flagrance-fuzzy-soda-18g-kracie,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4810/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001175/1.webp,200,true,image/webp,110662,
products:466abbd1-e16c-474f-bcda-75a48d1710eb:image_url,products,image_url,466abbd1-e16c-474f-bcda-75a48d1710eb,,ADG-001176,KIMCHI-4811,ciasteczka-kinoko-no-yama-herbatnikowe-grzybki-z-czekoladowymi-kapeluszami-74g-meiji,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4811/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001176/1.webp,200,true,image/webp,73194,
product_images:c39d6753-669c-4a64-8438-7699ac763d87:image_large_url,product_images,image_large_url,466abbd1-e16c-474f-bcda-75a48d1710eb,c39d6753-669c-4a64-8438-7699ac763d87,ADG-001176,KIMCHI-4811,ciasteczka-kinoko-no-yama-herbatnikowe-grzybki-z-czekoladowymi-kapeluszami-74g-meiji,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4811/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001176/1.webp,200,true,image/webp,73194,
products:cd327656-27fd-4a16-ad80-585d3faacfaf:image_url,products,image_url,cd327656-27fd-4a16-ad80-585d3faacfaf,,ADG-001177,KIMCHI-4812,mochi-muscat-ryzowe-ciasteczka-winogronowe-130g-seiki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4812/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001177/1.webp,200,true,image/webp,61956,
product_images:30e1fcaf-6268-47ce-bd54-97aa97b62369:image_large_url,product_images,image_large_url,cd327656-27fd-4a16-ad80-585d3faacfaf,30e1fcaf-6268-47ce-bd54-97aa97b62369,ADG-001177,KIMCHI-4812,mochi-muscat-ryzowe-ciasteczka-winogronowe-130g-seiki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4812/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001177/1.webp,200,true,image/webp,61956,
products:986a1a91-edfc-4835-88ac-d2ef3198ee94:image_url,products,image_url,986a1a91-edfc-4835-88ac-d2ef3198ee94,,ADG-001178,KIMCHI-4813,ryotei-no-aji-instant-miso-4-smaki-wakame-tofu-cebulka-12-x-18g-216g-marukome,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4813/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001178/1.webp,200,true,image/webp,75440,
product_images:70197b3f-01d0-45e6-a4b4-923e195a5933:image_large_url,product_images,image_large_url,986a1a91-edfc-4835-88ac-d2ef3198ee94,70197b3f-01d0-45e6-a4b4-923e195a5933,ADG-001178,KIMCHI-4813,ryotei-no-aji-instant-miso-4-smaki-wakame-tofu-cebulka-12-x-18g-216g-marukome,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4813/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001178/1.webp,200,true,image/webp,75440,
products:692694eb-0239-4bd6-a390-dff37a41f659:image_url,products,image_url,692694eb-0239-4bd6-a390-dff37a41f659,,ADG-001179,KIMCHI-4821,yuzu-mochi-oryginalne-ryzowe-ciasteczka-japonskie-o-smaku-yuzu-130g-seiki,1.webp,https://img.zira.pl/asiandeligo/products/KIMCHI-4821/1.webp,https://img.zira.pl/asiandeligo/products/ADG-001179/1.webp,200,true,image/webp,56844,
